accession	trait	trait_display	genome_build	sample_size	download_url
GCST90451262	Cholesteryl_esters_in_small_LDL	Cholesteryl esters in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451262/GCST90451262.tsv.gz
GCST90451263	Cholesterol_to_total_lipids_ratio_in_small_LDL	Cholesterol/total lipids ratio in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451263/GCST90451263.tsv.gz
GCST90451264	Cholesterol_in_small_LDL	Cholesterol in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451264/GCST90451264.tsv.gz
GCST90451265	Free_cholesterol_to_total_lipids_ratio_in_small_LDL	Free cholesterol/total lipids ratio in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451265/GCST90451265.tsv.gz
GCST90451266	Free_cholesterol_in_small_LDL	Free cholesterol in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451266/GCST90451266.tsv.gz
GCST90451267	Total_lipids_in_small_LDL	Total lipids in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451267/GCST90451267.tsv.gz
GCST90451268	Phospholipids_to_total_lipids_ratio_in_small_LDL	Phospholipids/total lipids ratio in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451268/GCST90451268.tsv.gz
GCST90451269	Phospholipids_in_small_LDL	Phospholipids in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451269/GCST90451269.tsv.gz
GCST90451270	Concentration_of_small_LDL_particles	Small low-density lipoprotein particle concentration	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451270/GCST90451270.tsv.gz
GCST90451271	Triglycerides_to_total_lipids_ratio_in_small_LDL	Triglycerides/total lipids ratio in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451271/GCST90451271.tsv.gz
GCST90451272	Triglycerides_in_small_LDL	Triglycerides in small low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451272/GCST90451272.tsv.gz
GCST90451273	Sphingomyelins	Sphingomyelins	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451273/GCST90451273.tsv.gz
GCST90451274	Cholesteryl_esters_to_total_lipids_ratio_in_small_VLDL	Cholesteryl esters/total lipids ratio in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451274/GCST90451274.tsv.gz
GCST90451275	Cholesteryl_esters_in_small_VLDL	Cholesteryl esters in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451275/GCST90451275.tsv.gz
GCST90451276	Cholesterol_to_total_lipids_ratio_in_small_VLDL	Cholesterol/total lipids ratio in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451276/GCST90451276.tsv.gz
GCST90451277	Cholesterol_in_small_VLDL	Cholesterol in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451277/GCST90451277.tsv.gz
GCST90451278	Free_cholesterol_to_total_lipids_ratio_in_small_VLDL	Free cholesterol/total lipids ratio in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451278/GCST90451278.tsv.gz
GCST90451279	Free_cholesterol_in_small_VLDL	Free cholesterol in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451279/GCST90451279.tsv.gz
GCST90451280	Total_lipids_in_small_VLDL	Total lipids in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451280/GCST90451280.tsv.gz
GCST90451281	Phospholipids_to_total_lipids_ratio_in_small_VLDL	Phospholipids/total lipids ratio in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451281/GCST90451281.tsv.gz
GCST90451282	Phospholipids_in_small_VLDL	Phospholipids in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451282/GCST90451282.tsv.gz
GCST90451283	Concentration_of_small_VLDL_particles	Small very-low-density lipoprotein particle concentration	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451283/GCST90451283.tsv.gz
GCST90451284	Triglycerides_to_total_lipids_ratio_in_small_VLDL	Triglycerides/total lipids ratio in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451284/GCST90451284.tsv.gz
GCST90451285	Triglycerides_in_small_VLDL	Triglycerides in small very-low-density lipoprotein	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451285/GCST90451285.tsv.gz
GCST90451286	Ratio_of_triglycerides_to_phosphoglycerides	Triglycerides/phosphoglycerides ratio	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451286/GCST90451286.tsv.gz
GCST90451287	Total_concentration_of_branchedchain_amino_acids_leucine_isoleucine_valine	Total branched-chain amino acids (leucine, isoleucine, and valine)	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451287/GCST90451287.tsv.gz
GCST90451288	Total_esterified_cholesterol	Total esterified cholesterol	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451288/GCST90451288.tsv.gz
GCST90451289	Total_cholesterol	Total cholesterol	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451289/GCST90451289.tsv.gz
GCST90451290	Total_fatty_acids	Total fatty acids	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451290/GCST90451290.tsv.gz
GCST90451291	Total_free_cholesterol	Total free cholesterol	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451291/GCST90451291.tsv.gz
GCST90451292	Total_lipids_in_lipoprotein_particles	Total lipids in lipoprotein particles	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451292/GCST90451292.tsv.gz
GCST90451293	Total_phospholipids_in_lipoprotein_particles	Total phospholipids in lipoprotein particles	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451293/GCST90451293.tsv.gz
GCST90451294	Total_concentration_of_lipoprotein_particles	Total concentration of lipoprotein particles	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451294/GCST90451294.tsv.gz
GCST90451295	Total_triglycerides	Total triglycerides	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451295/GCST90451295.tsv.gz
GCST90451296	Tyrosine	Tyrosine	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451296/GCST90451296.tsv.gz
GCST90451297	Degree_of_unsaturation	Degree of unsaturation	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451297/GCST90451297.tsv.gz
GCST90451298	Valine	Valine	GRCh38	599249	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90451001-GCST90452000/GCST90451298/GCST90451298.tsv.gz
