locus_key	trait	locus	outcome	analysis_status	failure_reason
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus353	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus353	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus353	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus353	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus354	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus354	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus354	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus354	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus354	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus354	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus355	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus355	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus355	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus355	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus355	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus355	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus356	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus356	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus356	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus356	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus356	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus356	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus357	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus357	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus357	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus357	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus357	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus357	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus358	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus358	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus358	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus358	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus358	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus358	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus359	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus359	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus359	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus359	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus359	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus359	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus360	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus360	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus360	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus360	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus360	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus360	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus361	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus361	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus361	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus361	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus361	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus361	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus362	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus362	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus362	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus362	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus362	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus362	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus363	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus363	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus363	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus363	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus363	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus363	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus364	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus364	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus364	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus364	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus364	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus364	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus365	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus365	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus365	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus365	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus365	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus365	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus366	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus366	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus366	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus366	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus366	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus366	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus367	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus367	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus367	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus367	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus367	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus367	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus368	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus368	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus368	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus368	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus368	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus368	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus369	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus369	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus369	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus369	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus369	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus369	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus370	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus370	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus370	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus370	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus370	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus370	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus371	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus371	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus371	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus371	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus371	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus371	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus372	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus372	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus372	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus372	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus372	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus372	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus373	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus373	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus373	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus373	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus373	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus373	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus374	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus374	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus374	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus374	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus374	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus374	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus375	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus375	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus375	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus375	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus375	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus375	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus376	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus376	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus376	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus376	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus376	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus376	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus377	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus377	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus377	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus377	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus377	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus377	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus378	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus378	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus378	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus378	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus378	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus378	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus379	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus379	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus379	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus379	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus379	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus379	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus380	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus380	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus380	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus380	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus380	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus380	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus381	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus381	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus381	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus381	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus381	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus381	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus382	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus382	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus382	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus382	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus382	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus382	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus383	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus383	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus383	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus383	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus383	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus383	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus384	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus384	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus384	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus384	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus384	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus384	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus385	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus385	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus385	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus385	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus385	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus385	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus386	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus386	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus386	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus386	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus386	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus386	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus387	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus387	classification	inconclusive	lead_missing
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus387	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus387	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus387	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus387	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus388	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus388	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus388	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus388	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus388	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus388	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus389	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus389	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus389	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus389	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus389	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus389	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus390	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus390	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus390	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus390	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus390	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus390	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus391	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus391	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus391	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus391	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus391	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus391	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus392	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus392	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus392	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus392	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus392	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus392	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus393	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus393	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus393	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus393	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus393	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus393	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus394	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus394	classification	distinct_signal	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus394	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus394	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus394	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus394	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus395	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus395	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus395	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus395	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus395	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus395	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus396	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus396	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus396	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus396	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus396	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus396	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus397	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus397	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus397	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus397	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus397	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus397	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus398	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus398	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus398	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus398	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus398	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus398	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus399	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus399	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus399	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus399	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus399	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus399	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus400	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus400	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus400	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus400	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus400	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus400	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus401	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus401	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus401	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus401	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus401	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus401	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus402	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus402	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus402	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus402	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus402	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus402	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus403	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus403	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus403	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus403	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus403	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus403	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus404	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus404	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus404	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus404	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus404	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus404	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus405	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus405	classification	trait_specific_or_low_power	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus405	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus405	main	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus405	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus405	noUKBB	success	none
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus406	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus406	classification	inconclusive	posterior_indeterminate
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus406	Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	locus406	main	success	none
