locus_key	trait	locus	outcome	analysis_status	failure_reason
Cholesterol_in_very_large_HDL__locus088	Cholesterol_in_very_large_HDL	locus088	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus088	Cholesterol_in_very_large_HDL	locus088	main	success	none
Cholesterol_in_very_large_HDL__locus088	Cholesterol_in_very_large_HDL	locus088	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus089	Cholesterol_in_very_large_HDL	locus089	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus089	Cholesterol_in_very_large_HDL	locus089	main	success	none
Cholesterol_in_very_large_HDL__locus089	Cholesterol_in_very_large_HDL	locus089	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus090	Cholesterol_in_very_large_HDL	locus090	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus090	Cholesterol_in_very_large_HDL	locus090	main	success	none
Cholesterol_in_very_large_HDL__locus090	Cholesterol_in_very_large_HDL	locus090	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus091	Cholesterol_in_very_large_HDL	locus091	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus091	Cholesterol_in_very_large_HDL	locus091	main	success	none
Cholesterol_in_very_large_HDL__locus091	Cholesterol_in_very_large_HDL	locus091	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus092	Cholesterol_in_very_large_HDL	locus092	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus092	Cholesterol_in_very_large_HDL	locus092	main	success	none
Cholesterol_in_very_large_HDL__locus092	Cholesterol_in_very_large_HDL	locus092	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus093	Cholesterol_in_very_large_HDL	locus093	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus093	Cholesterol_in_very_large_HDL	locus093	main	success	none
Cholesterol_in_very_large_HDL__locus093	Cholesterol_in_very_large_HDL	locus093	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus094	Cholesterol_in_very_large_HDL	locus094	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus094	Cholesterol_in_very_large_HDL	locus094	main	success	none
Cholesterol_in_very_large_HDL__locus094	Cholesterol_in_very_large_HDL	locus094	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus095	Cholesterol_in_very_large_HDL	locus095	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus095	Cholesterol_in_very_large_HDL	locus095	main	success	none
Cholesterol_in_very_large_HDL__locus095	Cholesterol_in_very_large_HDL	locus095	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus096	Cholesterol_in_very_large_HDL	locus096	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus096	Cholesterol_in_very_large_HDL	locus096	main	success	none
Cholesterol_in_very_large_HDL__locus096	Cholesterol_in_very_large_HDL	locus096	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus097	Cholesterol_in_very_large_HDL	locus097	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus097	Cholesterol_in_very_large_HDL	locus097	main	success	none
Cholesterol_in_very_large_HDL__locus097	Cholesterol_in_very_large_HDL	locus097	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus098	Cholesterol_in_very_large_HDL	locus098	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus098	Cholesterol_in_very_large_HDL	locus098	main	success	none
Cholesterol_in_very_large_HDL__locus098	Cholesterol_in_very_large_HDL	locus098	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus099	Cholesterol_in_very_large_HDL	locus099	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus099	Cholesterol_in_very_large_HDL	locus099	main	success	none
Cholesterol_in_very_large_HDL__locus099	Cholesterol_in_very_large_HDL	locus099	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus100	Cholesterol_in_very_large_HDL	locus100	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus100	Cholesterol_in_very_large_HDL	locus100	main	success	none
Cholesterol_in_very_large_HDL__locus100	Cholesterol_in_very_large_HDL	locus100	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus101	Cholesterol_in_very_large_HDL	locus101	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus101	Cholesterol_in_very_large_HDL	locus101	main	success	none
Cholesterol_in_very_large_HDL__locus101	Cholesterol_in_very_large_HDL	locus101	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus102	Cholesterol_in_very_large_HDL	locus102	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus102	Cholesterol_in_very_large_HDL	locus102	main	success	none
Cholesterol_in_very_large_HDL__locus102	Cholesterol_in_very_large_HDL	locus102	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus103	Cholesterol_in_very_large_HDL	locus103	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus103	Cholesterol_in_very_large_HDL	locus103	main	success	none
Cholesterol_in_very_large_HDL__locus103	Cholesterol_in_very_large_HDL	locus103	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus104	Cholesterol_in_very_large_HDL	locus104	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus104	Cholesterol_in_very_large_HDL	locus104	main	success	none
Cholesterol_in_very_large_HDL__locus104	Cholesterol_in_very_large_HDL	locus104	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus105	Cholesterol_in_very_large_HDL	locus105	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus105	Cholesterol_in_very_large_HDL	locus105	main	success	none
Cholesterol_in_very_large_HDL__locus105	Cholesterol_in_very_large_HDL	locus105	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus106	Cholesterol_in_very_large_HDL	locus106	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus106	Cholesterol_in_very_large_HDL	locus106	main	success	none
Cholesterol_in_very_large_HDL__locus106	Cholesterol_in_very_large_HDL	locus106	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus107	Cholesterol_in_very_large_HDL	locus107	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus107	Cholesterol_in_very_large_HDL	locus107	main	success	none
Cholesterol_in_very_large_HDL__locus107	Cholesterol_in_very_large_HDL	locus107	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus108	Cholesterol_in_very_large_HDL	locus108	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus108	Cholesterol_in_very_large_HDL	locus108	main	success	none
Cholesterol_in_very_large_HDL__locus108	Cholesterol_in_very_large_HDL	locus108	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus109	Cholesterol_in_very_large_HDL	locus109	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus109	Cholesterol_in_very_large_HDL	locus109	main	success	none
Cholesterol_in_very_large_HDL__locus109	Cholesterol_in_very_large_HDL	locus109	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus110	Cholesterol_in_very_large_HDL	locus110	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus110	Cholesterol_in_very_large_HDL	locus110	main	success	none
Cholesterol_in_very_large_HDL__locus110	Cholesterol_in_very_large_HDL	locus110	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus111	Cholesterol_in_very_large_HDL	locus111	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus111	Cholesterol_in_very_large_HDL	locus111	main	success	none
Cholesterol_in_very_large_HDL__locus111	Cholesterol_in_very_large_HDL	locus111	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus112	Cholesterol_in_very_large_HDL	locus112	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus112	Cholesterol_in_very_large_HDL	locus112	main	success	none
Cholesterol_in_very_large_HDL__locus112	Cholesterol_in_very_large_HDL	locus112	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus113	Cholesterol_in_very_large_HDL	locus113	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus113	Cholesterol_in_very_large_HDL	locus113	main	success	none
Cholesterol_in_very_large_HDL__locus113	Cholesterol_in_very_large_HDL	locus113	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus114	Cholesterol_in_very_large_HDL	locus114	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus114	Cholesterol_in_very_large_HDL	locus114	main	success	none
Cholesterol_in_very_large_HDL__locus114	Cholesterol_in_very_large_HDL	locus114	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus115	Cholesterol_in_very_large_HDL	locus115	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus115	Cholesterol_in_very_large_HDL	locus115	main	success	none
Cholesterol_in_very_large_HDL__locus115	Cholesterol_in_very_large_HDL	locus115	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus116	Cholesterol_in_very_large_HDL	locus116	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus116	Cholesterol_in_very_large_HDL	locus116	main	success	none
Cholesterol_in_very_large_HDL__locus116	Cholesterol_in_very_large_HDL	locus116	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus117	Cholesterol_in_very_large_HDL	locus117	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus117	Cholesterol_in_very_large_HDL	locus117	main	success	none
Cholesterol_in_very_large_HDL__locus117	Cholesterol_in_very_large_HDL	locus117	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus118	Cholesterol_in_very_large_HDL	locus118	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus118	Cholesterol_in_very_large_HDL	locus118	main	success	none
Cholesterol_in_very_large_HDL__locus118	Cholesterol_in_very_large_HDL	locus118	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus119	Cholesterol_in_very_large_HDL	locus119	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus119	Cholesterol_in_very_large_HDL	locus119	main	success	none
Cholesterol_in_very_large_HDL__locus119	Cholesterol_in_very_large_HDL	locus119	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus120	Cholesterol_in_very_large_HDL	locus120	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus120	Cholesterol_in_very_large_HDL	locus120	main	success	none
Cholesterol_in_very_large_HDL__locus120	Cholesterol_in_very_large_HDL	locus120	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus121	Cholesterol_in_very_large_HDL	locus121	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus121	Cholesterol_in_very_large_HDL	locus121	main	success	none
Cholesterol_in_very_large_HDL__locus121	Cholesterol_in_very_large_HDL	locus121	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus122	Cholesterol_in_very_large_HDL	locus122	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus122	Cholesterol_in_very_large_HDL	locus122	main	success	none
Cholesterol_in_very_large_HDL__locus122	Cholesterol_in_very_large_HDL	locus122	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus123	Cholesterol_in_very_large_HDL	locus123	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus123	Cholesterol_in_very_large_HDL	locus123	main	success	none
Cholesterol_in_very_large_HDL__locus123	Cholesterol_in_very_large_HDL	locus123	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus124	Cholesterol_in_very_large_HDL	locus124	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus124	Cholesterol_in_very_large_HDL	locus124	main	success	none
Cholesterol_in_very_large_HDL__locus124	Cholesterol_in_very_large_HDL	locus124	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus125	Cholesterol_in_very_large_HDL	locus125	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus125	Cholesterol_in_very_large_HDL	locus125	main	success	none
Cholesterol_in_very_large_HDL__locus125	Cholesterol_in_very_large_HDL	locus125	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus126	Cholesterol_in_very_large_HDL	locus126	classification	distinct_signal	none
Cholesterol_in_very_large_HDL__locus126	Cholesterol_in_very_large_HDL	locus126	main	success	none
Cholesterol_in_very_large_HDL__locus126	Cholesterol_in_very_large_HDL	locus126	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus127	Cholesterol_in_very_large_HDL	locus127	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus127	Cholesterol_in_very_large_HDL	locus127	main	success	none
Cholesterol_in_very_large_HDL__locus127	Cholesterol_in_very_large_HDL	locus127	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus128	Cholesterol_in_very_large_HDL	locus128	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus128	Cholesterol_in_very_large_HDL	locus128	main	success	none
Cholesterol_in_very_large_HDL__locus128	Cholesterol_in_very_large_HDL	locus128	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus129	Cholesterol_in_very_large_HDL	locus129	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus129	Cholesterol_in_very_large_HDL	locus129	main	success	none
Cholesterol_in_very_large_HDL__locus129	Cholesterol_in_very_large_HDL	locus129	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus130	Cholesterol_in_very_large_HDL	locus130	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus130	Cholesterol_in_very_large_HDL	locus130	main	success	none
Cholesterol_in_very_large_HDL__locus130	Cholesterol_in_very_large_HDL	locus130	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus131	Cholesterol_in_very_large_HDL	locus131	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus131	Cholesterol_in_very_large_HDL	locus131	main	success	none
Cholesterol_in_very_large_HDL__locus131	Cholesterol_in_very_large_HDL	locus131	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus132	Cholesterol_in_very_large_HDL	locus132	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus132	Cholesterol_in_very_large_HDL	locus132	main	success	none
Cholesterol_in_very_large_HDL__locus132	Cholesterol_in_very_large_HDL	locus132	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus133	Cholesterol_in_very_large_HDL	locus133	classification	inconclusive	posterior_indeterminate
Cholesterol_in_very_large_HDL__locus133	Cholesterol_in_very_large_HDL	locus133	main	success	none
Cholesterol_in_very_large_HDL__locus133	Cholesterol_in_very_large_HDL	locus133	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus134	Cholesterol_in_very_large_HDL	locus134	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus134	Cholesterol_in_very_large_HDL	locus134	main	success	none
Cholesterol_in_very_large_HDL__locus134	Cholesterol_in_very_large_HDL	locus134	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus135	Cholesterol_in_very_large_HDL	locus135	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus135	Cholesterol_in_very_large_HDL	locus135	main	success	none
Cholesterol_in_very_large_HDL__locus135	Cholesterol_in_very_large_HDL	locus135	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus136	Cholesterol_in_very_large_HDL	locus136	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus136	Cholesterol_in_very_large_HDL	locus136	main	success	none
Cholesterol_in_very_large_HDL__locus136	Cholesterol_in_very_large_HDL	locus136	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus137	Cholesterol_in_very_large_HDL	locus137	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus137	Cholesterol_in_very_large_HDL	locus137	main	success	none
Cholesterol_in_very_large_HDL__locus137	Cholesterol_in_very_large_HDL	locus137	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus138	Cholesterol_in_very_large_HDL	locus138	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus138	Cholesterol_in_very_large_HDL	locus138	main	success	none
Cholesterol_in_very_large_HDL__locus138	Cholesterol_in_very_large_HDL	locus138	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus139	Cholesterol_in_very_large_HDL	locus139	classification	trait_specific_or_low_power	none
Cholesterol_in_very_large_HDL__locus139	Cholesterol_in_very_large_HDL	locus139	main	success	none
Cholesterol_in_very_large_HDL__locus139	Cholesterol_in_very_large_HDL	locus139	noUKBB	success	none
Cholesterol_in_very_large_HDL__locus140	Cholesterol_in_very_large_HDL	locus140	classification	inconclusive	posterior_indeterminate
