locus_key	trait	locus	abf_class	failure_reason	is_mhc	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus223	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus223	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus224	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus224	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus225	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus225	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus226	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus226	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus227	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus227	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus228	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus228	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus229	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus229	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus230	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus230	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus231	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus231	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus232	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus232	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus233	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus233	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus234	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus234	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus235	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus235	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus236	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus236	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus237	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus237	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus238	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus238	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus239	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus239	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus240	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus240	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus241	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus241	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus242	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus242	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus243	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus243	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus244	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus244	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus245	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus245	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus246	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus246	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus247	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus247	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus248	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus248	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus249	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus249	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus250	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus250	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus251	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus251	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus252	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus252	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus253	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus253	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus254	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus254	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus255	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus255	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus256	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus256	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus257	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus257	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus258	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus258	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus259	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus259	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus260	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus260	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus261	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus261	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus262	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus262	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus263	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus263	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus264	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus264	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus265	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus265	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus266	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus266	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus267	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus267	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus268	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus268	robust_coloc	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus269	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus269	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus270	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus270	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus271	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus271	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus272	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus272	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus273	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus274	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus274	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus275	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus275	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus276	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus276	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus277	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus277	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus278	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus278	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus279	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus279	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus280	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus280	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus281	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus281	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus282	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus282	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus283	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus283	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus284	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus284	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus285	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus285	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus286	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus286	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus287	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus287	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus288	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus288	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus289	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus289	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus290	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus290	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus291	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus291	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus292	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus292	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus293	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus293	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus294	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus294	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus295	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus295	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus296	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus296	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus297	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus297	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus298	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus298	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus299	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus299	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus300	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus300	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus301	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus301	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus302	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus302	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus303	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus303	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus304	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus304	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus305	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus305	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus306	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus306	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus307	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus307	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus308	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus308	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus309	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus309	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus310	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus310	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus311	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus311	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus312	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus312	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus313	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus313	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus314	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus314	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus315	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus315	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus316	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus316	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus317	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus317	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus318	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus318	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus319	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus319	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus320	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus320	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus321	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus321	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus322	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus322	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus323	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus323	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus324	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus324	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus325	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus325	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus326	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus326	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus327	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus327	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus328	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus328	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus329	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus329	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus330	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus330	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus331	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus331	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus332	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus332	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus333	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus333	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus334	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus334	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus335	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus335	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus336	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus336	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus337	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus337	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus338	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus338	distinct_signal	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus339	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus339	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus340	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus340	prior_sensitive_coloc	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus341	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus341	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus342	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus342	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus343	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus343	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus344	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus344	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus345	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus345	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus346	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus346	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus347	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus347	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus348	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus348	trait_specific_or_low_power	none	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus349	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus349	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus350	Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	locus350	inconclusive	posterior_indeterminate	FALSE	TRUE	TRUE	TRUE
